months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_location,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
422,100/300,1000,1555.52,0,FEMALE,MD,machine-op-inspct,own-child,43600,-67800,2/14/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,8949 Rock Hwy,1,YES,1,1,NO,85250,15500,7750,62000,N
303,100/300,2000,836.11,5000000,MALE,Masters,sales,not-in-family,0,0,1/20/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,9751 Tree St,4,YES,1,2,NO,72840,12140,6070,54630,N
228,100/300,500,1450.98,0,MALE,Associate,exec-managerial,husband,43700,0,1/18/2015,Parked Car,?,Trivial Damage,Police,4702 Texas Drive,1,?,0,2,NO,6050,1100,1100,3850,N
239,250/500,2000,625.08,0,FEMALE,JD,protective-serv,wife,44200,-37000,1/3/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,2757 4th Hwy,1,NO,2,3,YES,87890,15980,7990,63920,Y
330,100/300,2000,1133.27,0,FEMALE,High School,craft-repair,wife,0,-56400,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,6678 Weaver Drive,2,?,0,2,YES,60500,11000,5500,44000,Y
128,500/1000,500,1366.6,0,FEMALE,MD,machine-op-inspct,other-relative,0,0,1/1/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,8667 Weaver Lane,3,?,2,1,NO,88220,16040,16040,56140,N
147,500/1000,1000,1439.9,6000000,FEMALE,Associate,prof-specialty,husband,0,-48400,1/29/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,4931 Maple Drive,2,NO,1,2,NO,53680,9760,4880,39040,N
287,500/1000,1000,1230.69,0,MALE,Masters,transport-moving,not-in-family,0,-54600,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,3808 5th Ave,1,NO,0,2,NO,53800,5380,5380,43040,N
142,100/300,2000,1307.68,0,FEMALE,MD,craft-repair,husband,0,-48500,1/29/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,1725 Solo Lane,1,YES,1,2,NO,54360,4530,9060,40770,Y
162,500/1000,2000,1124.69,0,FEMALE,Masters,handlers-cleaners,husband,0,0,2/20/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,8097 Maple Lane,1,YES,0,3,YES,54340,9880,4940,39520,N
140,100/300,1000,1520.78,0,FEMALE,High School,craft-repair,wife,0,-42900,1/21/2015,Parked Car,?,Trivial Damage,None,3320 5th Hwy,1,?,0,2,YES,2860,520,260,2080,Y
106,100/300,2000,1609.11,0,MALE,High School,craft-repair,own-child,0,0,1/18/2015,Vehicle Theft,?,Minor Damage,Police,9573 2nd Ave,1,YES,2,1,YES,5490,0,1220,4270,N
292,500/1000,1000,1358.91,0,MALE,Masters,craft-repair,unmarried,0,0,1/9/2015,Vehicle Theft,?,Trivial Damage,Police,8336 1st Ridge,1,NO,0,2,?,7370,670,1340,5360,N
34,500/1000,500,1295.87,0,FEMALE,PhD,priv-house-serv,husband,0,0,1/13/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,3998 4th Hwy,3,?,1,0,NO,50800,5080,5080,40640,Y
290,250/500,500,1161.03,5000000,MALE,Associate,adm-clerical,not-in-family,45300,0,2/13/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,3966 Oak Hwy,2,?,1,1,?,41520,5190,5190,31140,N
182,500/1000,2000,1441.06,0,FEMALE,Masters,armed-forces,husband,53800,-78300,1/8/2015,Single Vehicle Collision,Side Collision,Total Loss,Police,7601 Andromedia Lane,1,?,2,3,YES,89650,8150,16300,65200,N
362,100/300,1000,1097.99,0,FEMALE,JD,other-service,unmarried,44400,-71500,2/17/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,5160 2nd Hwy,3,NO,0,3,NO,39690,0,0,39690,N
143,500/1000,1000,1464.42,0,FEMALE,High School,exec-managerial,husband,79900,0,1/15/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,3288 Tree Lane,1,?,2,0,NO,62260,5660,5660,50940,N
183,250/500,500,1543.68,0,FEMALE,Masters,prof-specialty,not-in-family,20200,0,1/24/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,5874 1st Hwy,1,NO,0,1,YES,51920,9440,4720,37760,Y
254,250/500,500,1390.89,5000000,MALE,College,armed-forces,wife,0,-74400,2/28/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,6467 Best Ave,1,?,2,2,?,53460,9720,4860,38880,N
249,100/300,2000,1148.58,0,FEMALE,MD,adm-clerical,not-in-family,0,-71200,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,6309 5th Ave,3,YES,2,1,YES,57100,5710,5710,45680,N
169,250/500,500,1616.26,0,MALE,High School,exec-managerial,unmarried,50700,-57600,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,8212 Rock Ave,3,NO,2,3,?,77440,14080,7040,56320,N
235,500/1000,500,1398.94,0,MALE,College,craft-repair,husband,0,0,1/24/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4107 MLK Ridge,1,NO,1,2,NO,68300,6830,13660,47810,N
112,500/1000,1000,1238.92,0,MALE,Associate,other-service,other-relative,57800,-53700,2/11/2015,Parked Car,?,Trivial Damage,None,4558 3rd Hwy,1,?,0,2,?,5060,460,920,3680,N
16,100/300,1000,968.46,0,MALE,MD,tech-support,not-in-family,50800,-66200,1/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,1762 Maple Hwy,3,?,0,2,?,59400,6600,13200,39600,Y
128,100/300,500,1045.12,0,FEMALE,High School,transport-moving,other-relative,0,-28300,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,5532 Francis Lane,3,NO,0,2,?,69930,0,15540,54390,Y
103,100/300,1000,1537.33,0,FEMALE,College,handlers-cleaners,husband,0,-74800,2/20/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,6158 Sky Ridge,3,YES,1,1,NO,77700,7770,15540,54390,N
356,500/1000,500,912.3,0,MALE,College,prof-specialty,wife,58500,-44000,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,9214 Elm Ridge,3,NO,2,1,?,68750,12500,12500,43750,Y
109,100/300,2000,1007.28,6000000,FEMALE,High School,adm-clerical,husband,0,0,2/21/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,1833 Solo Ave,3,NO,1,3,YES,91080,16560,16560,57960,N
2,500/1000,1000,1189.98,4000000,FEMALE,High School,craft-repair,other-relative,0,-54700,2/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,1953 Sky Lane,1,NO,1,3,YES,48360,4030,8060,36270,N
198,250/500,1000,1576.41,0,MALE,Associate,handlers-cleaners,other-relative,0,-55100,2/25/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,6834 1st Drive,1,YES,1,1,YES,95000,9500,9500,76000,N
107,100/300,500,1172.82,4000000,MALE,Associate,machine-op-inspct,other-relative,82100,0,2/24/2015,Vehicle Theft,?,Trivial Damage,Police,9562 4th Ridge,1,?,1,3,NO,3900,780,390,2730,N
252,500/1000,500,1312.22,9000000,MALE,High School,transport-moving,other-relative,0,-33300,2/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,4835 Britain Ridge,3,?,0,3,NO,59400,11880,5940,41580,Y
303,500/1000,1000,671.01,7000000,FEMALE,Associate,machine-op-inspct,other-relative,42900,-61500,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8548 Cherokee Ridge,1,?,2,0,?,60210,6690,6690,46830,N
101,250/500,500,895.14,0,MALE,JD,sales,other-relative,52600,-30400,1/10/2015,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,2352 MLK Drive,1,?,0,3,YES,43600,8720,4360,30520,N
446,100/300,2000,1373.21,0,MALE,College,adm-clerical,unmarried,42700,-64900,2/14/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,9734 2nd Ridge,3,NO,0,0,NO,62800,6280,12560,43960,N
330,250/500,1000,1625.65,0,MALE,College,farming-fishing,husband,0,0,2/26/2015,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,3122 Apache Drive,1,YES,1,3,?,59500,11900,5950,41650,N
211,250/500,2000,1295.63,4000000,FEMALE,PhD,armed-forces,not-in-family,42200,-33800,1/30/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,9816 Britain St,3,YES,1,0,?,53460,5940,5940,41580,N
172,100/300,1000,1459.96,6000000,FEMALE,High School,adm-clerical,wife,41300,-42000,1/7/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8214 Flute St,3,NO,0,1,NO,41690,7580,7580,26530,N
316,100/300,500,1219.94,7000000,FEMALE,Masters,prof-specialty,wife,0,-51000,2/27/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,6259 Lincoln Hwy,1,?,0,1,YES,63100,6310,12620,44170,N
435,500/1000,500,1064.49,5000000,MALE,Associate,priv-house-serv,other-relative,73500,-43300,2/13/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,4492 Andromedia Ave,1,NO,2,1,?,62880,5240,10480,47160,Y
344,100/300,1000,959.83,0,FEMALE,Masters,sales,not-in-family,0,-38700,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,6179 3rd Ridge,3,?,2,2,YES,75400,17400,11600,46400,Y
204,250/500,2000,1767.02,0,MALE,JD,machine-op-inspct,husband,0,-49300,2/27/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,3799 Embaracadero Drive,1,YES,1,1,NO,46200,4200,8400,33600,N
278,500/1000,500,1285.01,0,MALE,Masters,machine-op-inspct,not-in-family,0,-39800,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,5071 1st Lane,1,NO,2,2,YES,58500,5850,5850,46800,N
434,500/1000,2000,1422.95,0,MALE,JD,transport-moving,husband,0,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,6574 4th Drive,3,NO,1,3,NO,66240,11040,11040,44160,N
209,100/300,2000,1223.39,0,FEMALE,MD,craft-repair,wife,0,0,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,2711 Britain Ave,3,?,1,3,?,65440,8180,8180,49080,N
250,500/1000,2000,1539.06,0,MALE,Masters,sales,other-relative,37800,0,1/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,4214 MLK Ridge,1,NO,0,3,?,64200,10700,10700,42800,N
61,100/300,2000,988.06,0,FEMALE,Masters,other-service,not-in-family,0,0,2/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,7976 Britain Drive,3,YES,1,0,NO,32320,4040,4040,24240,N
80,500/1000,1000,1740.57,0,FEMALE,College,farming-fishing,wife,0,-18600,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,4995 Weaver Ridge,1,?,0,1,?,33480,3720,3720,26040,N
25,250/500,1000,1540.91,7000000,MALE,College,adm-clerical,wife,40900,0,2/24/2015,Vehicle Theft,?,Trivial Damage,None,1515 Embaracadero St,1,NO,1,1,YES,4320,480,960,2880,N
4,250/500,500,1381.88,5000000,MALE,High School,tech-support,other-relative,0,-77800,2/21/2015,Vehicle Theft,?,Trivial Damage,Police,2968 Andromedia Ave,1,NO,0,2,?,4200,840,420,2940,N
32,100/300,500,1446.98,0,MALE,MD,adm-clerical,own-child,0,-45700,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,9236 2nd Hwy,3,YES,2,0,NO,57970,10540,5270,42160,N
125,500/1000,500,1220.86,0,MALE,JD,other-service,husband,55400,-40400,1/24/2015,Parked Car,?,Trivial Damage,None,9639 Britain Ridge,1,YES,1,2,?,4320,0,960,3360,N
276,500/1000,500,948.1,0,FEMALE,High School,machine-op-inspct,wife,44500,-61400,1/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,9422 Washington Ridge,3,?,0,2,?,69300,13860,6930,48510,N
148,100/300,500,1471.24,0,FEMALE,Masters,farming-fishing,own-child,57500,-93600,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,1213 4th Lane,3,NO,2,2,NO,32480,4060,4060,24360,N
222,100/300,2000,1157.97,0,MALE,MD,machine-op-inspct,not-in-family,0,-64500,2/22/2015,Single Vehicle Collision,Front Collision,Total Loss,Police,3872 5th Drive,1,?,2,2,YES,60480,6720,6720,47040,N
32,250/500,2000,566.11,5000000,MALE,Associate,armed-forces,unmarried,0,0,1/21/2015,Parked Car,?,Trivial Damage,Police,9397 5th Hwy,1,YES,0,0,NO,2640,440,440,1760,N
78,500/1000,500,1060.88,0,MALE,JD,other-service,other-relative,0,-66500,2/3/2015,Parked Car,?,Trivial Damage,Police,8876 1st St,1,NO,0,3,NO,6050,550,1100,4400,N
238,250/500,1000,1524.45,4000000,MALE,High School,handlers-cleaners,wife,0,-44800,2/16/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,3397 5th Ave,4,NO,0,0,NO,42700,4270,4270,34160,Y
313,250/500,1000,1556.17,0,MALE,College,prof-specialty,wife,63900,-53300,2/7/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,3263 Pine Ridge,1,YES,1,3,NO,40260,3660,7320,29280,Y
334,500/1000,500,1216.24,0,MALE,Masters,priv-house-serv,wife,26700,-47200,1/14/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8639 5th Hwy,1,NO,2,0,?,50000,5000,10000,35000,N
190,250/500,500,1484.72,5000000,FEMALE,High School,tech-support,husband,0,0,2/2/2015,Parked Car,?,Trivial Damage,None,5743 4th Ridge,1,NO,0,1,NO,3840,640,320,2880,N
194,250/500,500,1203.81,0,MALE,JD,transport-moving,not-in-family,52500,-51300,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,3555 Francis Ridge,3,?,0,2,?,95900,13700,20550,61650,N
290,250/500,1000,1393.34,0,MALE,High School,exec-managerial,other-relative,0,-61400,1/15/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4939 Oak Lane,3,YES,1,3,YES,56160,6240,12480,37440,N
26,100/300,1000,1484.48,0,MALE,PhD,armed-forces,not-in-family,50700,-36300,2/24/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,3100 Best St,1,NO,2,3,?,63030,5730,11460,45840,N
254,250/500,500,1581.27,5000000,FEMALE,PhD,handlers-cleaners,own-child,42200,-48000,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,3029 5th Ave,1,YES,2,2,NO,63470,5770,11540,46160,N
199,250/500,1000,1281.25,0,FEMALE,High School,tech-support,other-relative,0,-53100,2/4/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,8941 Solo Ridge,1,?,0,2,NO,44440,8080,4040,32320,Y
137,250/500,500,1667.83,0,MALE,JD,prof-specialty,husband,48500,-67400,2/4/2015,Parked Car,?,Minor Damage,Police,4447 Francis Hwy,1,YES,1,1,NO,6600,1200,1200,4200,N
134,250/500,1000,1497.41,0,MALE,PhD,machine-op-inspct,husband,14100,-44500,1/25/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,7701 Tree St,3,NO,2,0,YES,77200,9650,9650,57900,N
73,100/300,500,803.36,0,FEMALE,High School,protective-serv,husband,0,0,2/25/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,4653 Pine St,3,?,0,0,YES,57000,0,11400,45600,N
289,250/500,2000,1221.41,0,FEMALE,Masters,farming-fishing,wife,46700,-72500,2/27/2015,Vehicle Theft,?,Trivial Damage,Police,8742 4th St,1,NO,2,1,NO,2700,300,300,2100,N
176,250/500,500,1865.83,5000000,MALE,College,transport-moving,unmarried,32800,-50600,2/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,7316 Texas Ave,1,?,2,1,YES,47300,4300,8600,34400,N
145,250/500,2000,1434.27,0,FEMALE,Associate,tech-support,unmarried,0,-35900,1/4/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,2950 MLK Ave,1,?,2,3,?,55110,5010,10020,40080,N
164,500/1000,500,1114.68,0,FEMALE,Associate,other-service,husband,44500,-55900,1/26/2015,Vehicle Theft,?,Trivial Damage,Police,8233 Tree Drive,1,YES,1,0,NO,4320,480,480,3360,N
